Time (CET),Day-ahead Total Load Forecast [MW] - Cyprus (CY),Actual Total Load [MW] - Cyprus (CY)
30.03.2018 12:00 - 30.03.2018 12:30,0,422
30.03.2018 12:30 - 30.03.2018 13:00,0,416
30.03.2018 13:00 - 30.03.2018 13:30,0,418
30.03.2018 13:30 - 30.03.2018 14:00,0,417
30.03.2018 14:00 - 30.03.2018 14:30,0,414
30.03.2018 14:30 - 30.03.2018 15:00,0,417
30.03.2018 15:00 - 30.03.2018 15:30,0,421
30.03.2018 15:30 - 30.03.2018 16:00,0,428
30.03.2018 16:00 - 30.03.2018 16:30,0,437
30.03.2018 16:30 - 30.03.2018 17:00,0,449
30.03.2018 17:00 - 30.03.2018 17:30,0,464
30.03.2018 17:30 - 30.03.2018 18:00,0,485
30.03.2018 18:00 - 30.03.2018 18:30,0,520
30.03.2018 18:30 - 30.03.2018 19:00,0,556
30.03.2018 19:00 - 30.03.2018 19:30,0,554
30.03.2018 19:30 - 30.03.2018 20:00,0,542
30.03.2018 20:00 - 30.03.2018 20:30,0,522
30.03.2018 20:30 - 30.03.2018 21:00,0,502
30.03.2018 21:00 - 30.03.2018 21:30,0,479
30.03.2018 21:30 - 30.03.2018 22:00,0,456
30.03.2018 22:00 - 30.03.2018 22:30,0,429
30.03.2018 22:30 - 30.03.2018 23:00,0,405
30.03.2018 23:00 - 30.03.2018 23:30,0,385
30.03.2018 23:30 - 31.03.2018 00:00,0,368
31.03.2018 00:00 - 31.03.2018 00:30,0,354
31.03.2018 00:30 - 31.03.2018 01:00,0,342
31.03.2018 01:00 - 31.03.2018 01:30,0,330
31.03.2018 01:30 - 31.03.2018 02:00,0,323
31.03.2018 02:00 - 31.03.2018 02:30,0,319
31.03.2018 02:30 - 31.03.2018 03:00,0,315
31.03.2018 03:00 - 31.03.2018 03:30,0,315
31.03.2018 03:30 - 31.03.2018 04:00,0,317
31.03.2018 04:00 - 31.03.2018 04:30,0,324
31.03.2018 04:30 - 31.03.2018 05:00,0,335
31.03.2018 05:00 - 31.03.2018 05:30,0,340
31.03.2018 05:30 - 31.03.2018 06:00,0,352
31.03.2018 06:00 - 31.03.2018 06:30,0,372
31.03.2018 06:30 - 31.03.2018 07:00,0,388
31.03.2018 07:00 - 31.03.2018 07:30,0,400
31.03.2018 07:30 - 31.03.2018 08:00,0,404
31.03.2018 08:00 - 31.03.2018 08:30,0,407
31.03.2018 08:30 - 31.03.2018 09:00,0,405
31.03.2018 09:00 - 31.03.2018 09:30,0,402
31.03.2018 09:30 - 31.03.2018 10:00,0,396
31.03.2018 10:00 - 31.03.2018 10:30,0,392
31.03.2018 10:30 - 31.03.2018 11:00,0,389
31.03.2018 11:00 - 31.03.2018 11:30,0,387
31.03.2018 11:30 - 31.03.2018 12:00,0,386
31.03.2018 12:00 - 31.03.2018 12:30,0,380
31.03.2018 12:30 - 31.03.2018 13:00,0,371
31.03.2018 13:00 - 31.03.2018 13:30,0,365
31.03.2018 13:30 - 31.03.2018 14:00,0,364
31.03.2018 14:00 - 31.03.2018 14:30,0,365
31.03.2018 14:30 - 31.03.2018 15:00,0,369
31.03.2018 15:00 - 31.03.2018 15:30,0,375
31.03.2018 15:30 - 31.03.2018 16:00,0,385
31.03.2018 16:00 - 31.03.2018 16:30,0,396
31.03.2018 16:30 - 31.03.2018 17:00,0,411
31.03.2018 17:00 - 31.03.2018 17:30,0,424
31.03.2018 17:30 - 31.03.2018 18:00,0,440
31.03.2018 18:00 - 31.03.2018 18:30,0,476
31.03.2018 18:30 - 31.03.2018 19:00,0,514
31.03.2018 19:00 - 31.03.2018 19:30,0,515
31.03.2018 19:30 - 31.03.2018 20:00,0,504
31.03.2018 20:00 - 31.03.2018 20:30,0,492
31.03.2018 20:30 - 31.03.2018 21:00,0,477
31.03.2018 21:00 - 31.03.2018 21:30,0,460
31.03.2018 21:30 - 31.03.2018 22:00,0,440
31.03.2018 22:00 - 31.03.2018 22:30,0,419
31.03.2018 22:30 - 31.03.2018 23:00,0,399
31.03.2018 23:00 - 31.03.2018 23:30,0,376
31.03.2018 23:30 - 01.04.2018 00:00,0,359
01.04.2018 00:00 - 01.04.2018 00:30,0,346
01.04.2018 00:30 - 01.04.2018 01:00,0,335
01.04.2018 01:00 - 01.04.2018 01:30,0,327
01.04.2018 01:30 - 01.04.2018 02:00,0,323
01.04.2018 02:00 - 01.04.2018 02:30,0,319
01.04.2018 02:30 - 01.04.2018 03:00,0,316
01.04.2018 03:00 - 01.04.2018 03:30,0,315
01.04.2018 03:30 - 01.04.2018 04:00,0,315
01.04.2018 04:00 - 01.04.2018 04:30,0,318
01.04.2018 04:30 - 01.04.2018 05:00,0,326
01.04.2018 05:00 - 01.04.2018 05:30,0,319
01.04.2018 05:30 - 01.04.2018 06:00,0,325
01.04.2018 06:00 - 01.04.2018 06:30,0,337
01.04.2018 06:30 - 01.04.2018 07:00,0,343
01.04.2018 07:00 - 01.04.2018 07:30,0,343
01.04.2018 07:30 - 01.04.2018 08:00,0,340
01.04.2018 08:00 - 01.04.2018 08:30,0,342
01.04.2018 08:30 - 01.04.2018 09:00,0,345
01.04.2018 09:00 - 01.04.2018 09:30,0,354
01.04.2018 09:30 - 01.04.2018 10:00,0,357
01.04.2018 10:00 - 01.04.2018 10:30,0,359
01.04.2018 10:30 - 01.04.2018 11:00,0,361
01.04.2018 11:00 - 01.04.2018 11:30,0,363
01.04.2018 11:30 - 01.04.2018 12:00,0,362
01.04.2018 12:00 - 01.04.2018 12:30,0,354
01.04.2018 12:30 - 01.04.2018 13:00,0,343
01.04.2018 13:00 - 01.04.2018 13:30,0,335
01.04.2018 13:30 - 01.04.2018 14:00,0,334
01.04.2018 14:00 - 01.04.2018 14:30,0,335
01.04.2018 14:30 - 01.04.2018 15:00,0,338
01.04.2018 15:00 - 01.04.2018 15:30,0,347
01.04.2018 15:30 - 01.04.2018 16:00,0,355
01.04.2018 16:00 - 01.04.2018 16:30,0,367
01.04.2018 16:30 - 01.04.2018 17:00,0,380
01.04.2018 17:00 - 01.04.2018 17:30,0,397
01.04.2018 17:30 - 01.04.2018 18:00,0,413
01.04.2018 18:00 - 01.04.2018 18:30,0,439
01.04.2018 18:30 - 01.04.2018 19:00,0,478
01.04.2018 19:00 - 01.04.2018 19:30,0,484
01.04.2018 19:30 - 01.04.2018 20:00,0,484
01.04.2018 20:00 - 01.04.2018 20:30,0,477
01.04.2018 20:30 - 01.04.2018 21:00,0,462
01.04.2018 21:00 - 01.04.2018 21:30,0,443
01.04.2018 21:30 - 01.04.2018 22:00,0,423
01.04.2018 22:00 - 01.04.2018 22:30,0,401
01.04.2018 22:30 - 01.04.2018 23:00,0,380
01.04.2018 23:00 - 01.04.2018 23:30,0,359
01.04.2018 23:30 - 02.04.2018 00:00,0,345
02.04.2018 00:00 - 02.04.2018 00:30,0,333
02.04.2018 00:30 - 02.04.2018 01:00,0,325
02.04.2018 01:00 - 02.04.2018 01:30,0,319
02.04.2018 01:30 - 02.04.2018 02:00,0,315
02.04.2018 02:00 - 02.04.2018 02:30,0,312
02.04.2018 02:30 - 02.04.2018 03:00,0,312
02.04.2018 03:00 - 02.04.2018 03:30,0,314
02.04.2018 03:30 - 02.04.2018 04:00,0,316
02.04.2018 04:00 - 02.04.2018 04:30,0,327
02.04.2018 04:30 - 02.04.2018 05:00,0,343
02.04.2018 05:00 - 02.04.2018 05:30,0,356
02.04.2018 05:30 - 02.04.2018 06:00,0,380
02.04.2018 06:00 - 02.04.2018 06:30,0,418
02.04.2018 06:30 - 02.04.2018 07:00,0,440
02.04.2018 07:00 - 02.04.2018 07:30,0,456
02.04.2018 07:30 - 02.04.2018 08:00,0,460
02.04.2018 08:00 - 02.04.2018 08:30,0,462
02.04.2018 08:30 - 02.04.2018 09:00,0,459
02.04.2018 09:00 - 02.04.2018 09:30,0,453
02.04.2018 09:30 - 02.04.2018 10:00,0,451
02.04.2018 10:00 - 02.04.2018 10:30,0,443
02.04.2018 10:30 - 02.04.2018 11:00,0,444
02.04.2018 11:00 - 02.04.2018 11:30,0,441
02.04.2018 11:30 - 02.04.2018 12:00,0,441
02.04.2018 12:00 - 02.04.2018 12:30,0,434
02.04.2018 12:30 - 02.04.2018 13:00,0,430
02.04.2018 13:00 - 02.04.2018 13:30,0,429
02.04.2018 13:30 - 02.04.2018 14:00,0,426
02.04.2018 14:00 - 02.04.2018 14:30,0,426
02.04.2018 14:30 - 02.04.2018 15:00,0,429
02.04.2018 15:00 - 02.04.2018 15:30,0,428
02.04.2018 15:30 - 02.04.2018 16:00,0,435
02.04.2018 16:00 - 02.04.2018 16:30,0,446
02.04.2018 16:30 - 02.04.2018 17:00,0,461
02.04.2018 17:00 - 02.04.2018 17:30,0,475
02.04.2018 17:30 - 02.04.2018 18:00,0,492
02.04.2018 18:00 - 02.04.2018 18:30,0,518
02.04.2018 18:30 - 02.04.2018 19:00,0,547
02.04.2018 19:00 - 02.04.2018 19:30,0,541
02.04.2018 19:30 - 02.04.2018 20:00,0,529
02.04.2018 20:00 - 02.04.2018 20:30,0,512
02.04.2018 20:30 - 02.04.2018 21:00,0,488
02.04.2018 21:00 - 02.04.2018 21:30,0,463
02.04.2018 21:30 - 02.04.2018 22:00,0,439
02.04.2018 22:00 - 02.04.2018 22:30,0,414
02.04.2018 22:30 - 02.04.2018 23:00,0,390
02.04.2018 23:00 - 02.04.2018 23:30,0,370
02.04.2018 23:30 - 03.04.2018 00:00,0,354
03.04.2018 00:00 - 03.04.2018 00:30,0,340
03.04.2018 00:30 - 03.04.2018 01:00,0,332
03.04.2018 01:00 - 03.04.2018 01:30,0,326
03.04.2018 01:30 - 03.04.2018 02:00,0,322
03.04.2018 02:00 - 03.04.2018 02:30,0,319
03.04.2018 02:30 - 03.04.2018 03:00,0,319
03.04.2018 03:00 - 03.04.2018 03:30,0,320
03.04.2018 03:30 - 03.04.2018 04:00,0,324
03.04.2018 04:00 - 03.04.2018 04:30,0,335
03.04.2018 04:30 - 03.04.2018 05:00,0,352
03.04.2018 05:00 - 03.04.2018 05:30,0,366
03.04.2018 05:30 - 03.04.2018 06:00,0,387
03.04.2018 06:00 - 03.04.2018 06:30,0,421
03.04.2018 06:30 - 03.04.2018 07:00,0,444
03.04.2018 07:00 - 03.04.2018 07:30,0,455
03.04.2018 07:30 - 03.04.2018 08:00,0,458
03.04.2018 08:00 - 03.04.2018 08:30,0,457
03.04.2018 08:30 - 03.04.2018 09:00,0,453
03.04.2018 09:00 - 03.04.2018 09:30,0,450
03.04.2018 09:30 - 03.04.2018 10:00,0,447
03.04.2018 10:00 - 03.04.2018 10:30,0,444
03.04.2018 10:30 - 03.04.2018 11:00,0,439
03.04.2018 11:00 - 03.04.2018 11:30,0,436
03.04.2018 11:30 - 03.04.2018 12:00,0,428
03.04.2018 12:00 - 03.04.2018 12:30,0,427
03.04.2018 12:30 - 03.04.2018 13:00,0,424
03.04.2018 13:00 - 03.04.2018 13:30,0,420
03.04.2018 13:30 - 03.04.2018 14:00,0,417
03.04.2018 14:00 - 03.04.2018 14:30,0,416
03.04.2018 14:30 - 03.04.2018 15:00,0,417
03.04.2018 15:00 - 03.04.2018 15:30,0,421
03.04.2018 15:30 - 03.04.2018 16:00,0,425
03.04.2018 16:00 - 03.04.2018 16:30,0,433
03.04.2018 16:30 - 03.04.2018 17:00,0,447
03.04.2018 17:00 - 03.04.2018 17:30,0,459
03.04.2018 17:30 - 03.04.2018 18:00,0,471
03.04.2018 18:00 - 03.04.2018 18:30,0,496
03.04.2018 18:30 - 03.04.2018 19:00,0,535
03.04.2018 19:00 - 03.04.2018 19:30,0,533
03.04.2018 19:30 - 03.04.2018 20:00,0,524
03.04.2018 20:00 - 03.04.2018 20:30,0,511
03.04.2018 20:30 - 03.04.2018 21:00,0,489
03.04.2018 21:00 - 03.04.2018 21:30,0,465
03.04.2018 21:30 - 03.04.2018 22:00,0,439
03.04.2018 22:00 - 03.04.2018 22:30,0,416
03.04.2018 22:30 - 03.04.2018 23:00,0,394
03.04.2018 23:00 - 03.04.2018 23:30,0,370
03.04.2018 23:30 - 04.04.2018 00:00,0,354
04.04.2018 00:00 - 04.04.2018 00:30,0,341
04.04.2018 00:30 - 04.04.2018 01:00,0,332
04.04.2018 01:00 - 04.04.2018 01:30,0,326
04.04.2018 01:30 - 04.04.2018 02:00,0,320
04.04.2018 02:00 - 04.04.2018 02:30,0,318
04.04.2018 02:30 - 04.04.2018 03:00,0,317
04.04.2018 03:00 - 04.04.2018 03:30,0,320
04.04.2018 03:30 - 04.04.2018 04:00,0,324
04.04.2018 04:00 - 04.04.2018 04:30,0,335
04.04.2018 04:30 - 04.04.2018 05:00,0,350
04.04.2018 05:00 - 04.04.2018 05:30,0,362
04.04.2018 05:30 - 04.04.2018 06:00,0,387
04.04.2018 06:00 - 04.04.2018 06:30,0,421
04.04.2018 06:30 - 04.04.2018 07:00,0,440
04.04.2018 07:00 - 04.04.2018 07:30,0,448
04.04.2018 07:30 - 04.04.2018 08:00,0,449
04.04.2018 08:00 - 04.04.2018 08:30,0,451
04.04.2018 08:30 - 04.04.2018 09:00,0,445
04.04.2018 09:00 - 04.04.2018 09:30,0,437
04.04.2018 09:30 - 04.04.2018 10:00,0,437
04.04.2018 10:00 - 04.04.2018 10:30,0,434
04.04.2018 10:30 - 04.04.2018 11:00,0,433
04.04.2018 11:00 - 04.04.2018 11:30,0,431
04.04.2018 11:30 - 04.04.2018 12:00,0,430
04.04.2018 12:00 - 04.04.2018 12:30,0,423
04.04.2018 12:30 - 04.04.2018 13:00,0,419
04.04.2018 13:00 - 04.04.2018 13:30,0,416
04.04.2018 13:30 - 04.04.2018 14:00,0,416
04.04.2018 14:00 - 04.04.2018 14:30,0,417
04.04.2018 14:30 - 04.04.2018 15:00,0,416
04.04.2018 15:00 - 04.04.2018 15:30,0,417
04.04.2018 15:30 - 04.04.2018 16:00,0,425
04.04.2018 16:00 - 04.04.2018 16:30,0,433
04.04.2018 16:30 - 04.04.2018 17:00,0,442
04.04.2018 17:00 - 04.04.2018 17:30,0,452
04.04.2018 17:30 - 04.04.2018 18:00,0,465
04.04.2018 18:00 - 04.04.2018 18:30,0,489
04.04.2018 18:30 - 04.04.2018 19:00,0,530
04.04.2018 19:00 - 04.04.2018 19:30,0,528
04.04.2018 19:30 - 04.04.2018 20:00,0,518
04.04.2018 20:00 - 04.04.2018 20:30,0,505
04.04.2018 20:30 - 04.04.2018 21:00,0,486
04.04.2018 21:00 - 04.04.2018 21:30,0,464
04.04.2018 21:30 - 04.04.2018 22:00,0,442
04.04.2018 22:00 - 04.04.2018 22:30,0,418
04.04.2018 22:30 - 04.04.2018 23:00,0,396
04.04.2018 23:00 - 04.04.2018 23:30,0,374
04.04.2018 23:30 - 05.04.2018 00:00,0,356
05.04.2018 00:00 - 05.04.2018 00:30,0,342
05.04.2018 00:30 - 05.04.2018 01:00,0,333
05.04.2018 01:00 - 05.04.2018 01:30,0,325
05.04.2018 01:30 - 05.04.2018 02:00,0,317
05.04.2018 02:00 - 05.04.2018 02:30,0,319
05.04.2018 02:30 - 05.04.2018 03:00,0,317
05.04.2018 03:00 - 05.04.2018 03:30,0,319
05.04.2018 03:30 - 05.04.2018 04:00,0,322
05.04.2018 04:00 - 05.04.2018 04:30,0,332
05.04.2018 04:30 - 05.04.2018 05:00,0,349
05.04.2018 05:00 - 05.04.2018 05:30,0,359
05.04.2018 05:30 - 05.04.2018 06:00,0,382
05.04.2018 06:00 - 05.04.2018 06:30,0,416
05.04.2018 06:30 - 05.04.2018 07:00,0,435
05.04.2018 07:00 - 05.04.2018 07:30,0,445
05.04.2018 07:30 - 05.04.2018 08:00,0,448
05.04.2018 08:00 - 05.04.2018 08:30,0,453
05.04.2018 08:30 - 05.04.2018 09:00,0,455
05.04.2018 09:00 - 05.04.2018 09:30,0,452
05.04.2018 09:30 - 05.04.2018 10:00,0,449
05.04.2018 10:00 - 05.04.2018 10:30,0,446
05.04.2018 10:30 - 05.04.2018 11:00,0,444
05.04.2018 11:00 - 05.04.2018 11:30,0,442
05.04.2018 11:30 - 05.04.2018 12:00,0,439
05.04.2018 12:00 - 05.04.2018 12:30,0,431
05.04.2018 12:30 - 05.04.2018 13:00,0,421
05.04.2018 13:00 - 05.04.2018 13:30,0,417
05.04.2018 13:30 - 05.04.2018 14:00,0,415
05.04.2018 14:00 - 05.04.2018 14:30,0,416
05.04.2018 14:30 - 05.04.2018 15:00,0,416
05.04.2018 15:00 - 05.04.2018 15:30,0,419
05.04.2018 15:30 - 05.04.2018 16:00,0,423
05.04.2018 16:00 - 05.04.2018 16:30,0,430
05.04.2018 16:30 - 05.04.2018 17:00,0,439
05.04.2018 17:00 - 05.04.2018 17:30,0,450
05.04.2018 17:30 - 05.04.2018 18:00,0,461
05.04.2018 18:00 - 05.04.2018 18:30,0,479
05.04.2018 18:30 - 05.04.2018 19:00,0,512
05.04.2018 19:00 - 05.04.2018 19:30,0,503
05.04.2018 19:30 - 05.04.2018 20:00,0,490
05.04.2018 20:00 - 05.04.2018 20:30,0,478
05.04.2018 20:30 - 05.04.2018 21:00,0,465
05.04.2018 21:00 - 05.04.2018 21:30,0,454
05.04.2018 21:30 - 05.04.2018 22:00,0,437
05.04.2018 22:00 - 05.04.2018 22:30,0,414
05.04.2018 22:30 - 05.04.2018 23:00,0,392
05.04.2018 23:00 - 05.04.2018 23:30,0,373
05.04.2018 23:30 - 06.04.2018 00:00,0,356
06.04.2018 00:00 - 06.04.2018 00:30,0,343
06.04.2018 00:30 - 06.04.2018 01:00,0,333
06.04.2018 01:00 - 06.04.2018 01:30,0,326
06.04.2018 01:30 - 06.04.2018 02:00,0,321
06.04.2018 02:00 - 06.04.2018 02:30,0,318
06.04.2018 02:30 - 06.04.2018 03:00,0,317
06.04.2018 03:00 - 06.04.2018 03:30,0,317
06.04.2018 03:30 - 06.04.2018 04:00,0,320
06.04.2018 04:00 - 06.04.2018 04:30,0,326
06.04.2018 04:30 - 06.04.2018 05:00,0,333
06.04.2018 05:00 - 06.04.2018 05:30,0,332
06.04.2018 05:30 - 06.04.2018 06:00,0,342
06.04.2018 06:00 - 06.04.2018 06:30,0,360
06.04.2018 06:30 - 06.04.2018 07:00,0,373
06.04.2018 07:00 - 06.04.2018 07:30,0,386
06.04.2018 07:30 - 06.04.2018 08:00,0,391
06.04.2018 08:00 - 06.04.2018 08:30,0,395
06.04.2018 08:30 - 06.04.2018 09:00,0,394
06.04.2018 09:00 - 06.04.2018 09:30,0,395
06.04.2018 09:30 - 06.04.2018 10:00,0,393
06.04.2018 10:00 - 06.04.2018 10:30,0,392
06.04.2018 10:30 - 06.04.2018 11:00,0,389
06.04.2018 11:00 - 06.04.2018 11:30,0,388
06.04.2018 11:30 - 06.04.2018 12:00,0,388
06.04.2018 12:00 - 06.04.2018 12:30,0,385
06.04.2018 12:30 - 06.04.2018 13:00,0,379
06.04.2018 13:00 - 06.04.2018 13:30,0,376
06.04.2018 13:30 - 06.04.2018 14:00,0,369
06.04.2018 14:00 - 06.04.2018 14:30,0,369
06.04.2018 14:30 - 06.04.2018 15:00,0,373
06.04.2018 15:00 - 06.04.2018 15:30,0,379
06.04.2018 15:30 - 06.04.2018 16:00,0,388
06.04.2018 16:00 - 06.04.2018 16:30,0,398
06.04.2018 16:30 - 06.04.2018 17:00,0,410
06.04.2018 17:00 - 06.04.2018 17:30,0,420
06.04.2018 17:30 - 06.04.2018 18:00,0,429
06.04.2018 18:00 - 06.04.2018 18:30,0,447
06.04.2018 18:30 - 06.04.2018 19:00,0,479
06.04.2018 19:00 - 06.04.2018 19:30,0,468
06.04.2018 19:30 - 06.04.2018 20:00,0,453
06.04.2018 20:00 - 06.04.2018 20:30,0,440
06.04.2018 20:30 - 06.04.2018 21:00,0,436
06.04.2018 21:00 - 06.04.2018 21:30,0,431
06.04.2018 21:30 - 06.04.2018 22:00,0,420
06.04.2018 22:00 - 06.04.2018 22:30,0,400
06.04.2018 22:30 - 06.04.2018 23:00,0,384
06.04.2018 23:00 - 06.04.2018 23:30,0,363
06.04.2018 23:30 - 07.04.2018 00:00,0,348
07.04.2018 00:00 - 07.04.2018 00:30,0,336
07.04.2018 00:30 - 07.04.2018 01:00,0,328
07.04.2018 01:00 - 07.04.2018 01:30,0,322
07.04.2018 01:30 - 07.04.2018 02:00,0,315
07.04.2018 02:00 - 07.04.2018 02:30,0,313
07.04.2018 02:30 - 07.04.2018 03:00,0,311
07.04.2018 03:00 - 07.04.2018 03:30,0,312
07.04.2018 03:30 - 07.04.2018 04:00,0,314
07.04.2018 04:00 - 07.04.2018 04:30,0,319
07.04.2018 04:30 - 07.04.2018 05:00,0,323
07.04.2018 05:00 - 07.04.2018 05:30,0,320
07.04.2018 05:30 - 07.04.2018 06:00,0,331
07.04.2018 06:00 - 07.04.2018 06:30,0,346
07.04.2018 06:30 - 07.04.2018 07:00,0,350
07.04.2018 07:00 - 07.04.2018 07:30,0,349
07.04.2018 07:30 - 07.04.2018 08:00,0,348
07.04.2018 08:00 - 07.04.2018 08:30,0,355
07.04.2018 08:30 - 07.04.2018 09:00,0,362
07.04.2018 09:00 - 07.04.2018 09:30,0,371
07.04.2018 09:30 - 07.04.2018 10:00,0,373
07.04.2018 10:00 - 07.04.2018 10:30,0,373
07.04.2018 10:30 - 07.04.2018 11:00,0,373
07.04.2018 11:00 - 07.04.2018 11:30,0,375
07.04.2018 11:30 - 07.04.2018 12:00,0,376
07.04.2018 12:00 - 07.04.2018 12:30,0,373
07.04.2018 12:30 - 07.04.2018 13:00,0,369
07.04.2018 13:00 - 07.04.2018 13:30,0,367
07.04.2018 13:30 - 07.04.2018 14:00,0,366
07.04.2018 14:00 - 07.04.2018 14:30,0,367
07.04.2018 14:30 - 07.04.2018 15:00,0,371
07.04.2018 15:00 - 07.04.2018 15:30,0,377
07.04.2018 15:30 - 07.04.2018 16:00,0,387
07.04.2018 16:00 - 07.04.2018 16:30,0,396
07.04.2018 16:30 - 07.04.2018 17:00,0,409
07.04.2018 17:00 - 07.04.2018 17:30,0,421
07.04.2018 17:30 - 07.04.2018 18:00,0,434
07.04.2018 18:00 - 07.04.2018 18:30,0,459
07.04.2018 18:30 - 07.04.2018 19:00,0,502
07.04.2018 19:00 - 07.04.2018 19:30,0,507
07.04.2018 19:30 - 07.04.2018 20:00,0,500
07.04.2018 20:00 - 07.04.2018 20:30,0,488
07.04.2018 20:30 - 07.04.2018 21:00,0,471
07.04.2018 21:00 - 07.04.2018 21:30,0,453
07.04.2018 21:30 - 07.04.2018 22:00,0,435
07.04.2018 22:00 - 07.04.2018 22:30,0,408
07.04.2018 22:30 - 07.04.2018 23:00,0,376
07.04.2018 23:00 - 07.04.2018 23:30,0,362
07.04.2018 23:30 - 08.04.2018 00:00,0,370
08.04.2018 00:00 - 08.04.2018 00:30,0,358
08.04.2018 00:30 - 08.04.2018 01:00,0,350
08.04.2018 01:00 - 08.04.2018 01:30,0,339
08.04.2018 01:30 - 08.04.2018 02:00,0,331
08.04.2018 02:00 - 08.04.2018 02:30,0,323
08.04.2018 02:30 - 08.04.2018 03:00,0,316
08.04.2018 03:00 - 08.04.2018 03:30,0,312
08.04.2018 03:30 - 08.04.2018 04:00,0,310
08.04.2018 04:00 - 08.04.2018 04:30,0,311
08.04.2018 04:30 - 08.04.2018 05:00,0,310
08.04.2018 05:00 - 08.04.2018 05:30,0,299
08.04.2018 05:30 - 08.04.2018 06:00,0,301
08.04.2018 06:00 - 08.04.2018 06:30,0,305
08.04.2018 06:30 - 08.04.2018 07:00,0,308
08.04.2018 07:00 - 08.04.2018 07:30,0,315
08.04.2018 07:30 - 08.04.2018 08:00,0,319
08.04.2018 08:00 - 08.04.2018 08:30,0,327
08.04.2018 08:30 - 08.04.2018 09:00,0,333
08.04.2018 09:00 - 08.04.2018 09:30,0,338
08.04.2018 09:30 - 08.04.2018 10:00,0,339
08.04.2018 10:00 - 08.04.2018 10:30,0,338
08.04.2018 10:30 - 08.04.2018 11:00,0,335
08.04.2018 11:00 - 08.04.2018 11:30,0,333
08.04.2018 11:30 - 08.04.2018 12:00,0,326
08.04.2018 12:00 - 08.04.2018 12:30,0,313
08.04.2018 12:30 - 08.04.2018 13:00,0,302
08.04.2018 13:00 - 08.04.2018 13:30,0,294
08.04.2018 13:30 - 08.04.2018 14:00,0,291
08.04.2018 14:00 - 08.04.2018 14:30,0,293
08.04.2018 14:30 - 08.04.2018 15:00,0,296
08.04.2018 15:00 - 08.04.2018 15:30,0,302
08.04.2018 15:30 - 08.04.2018 16:00,0,310
08.04.2018 16:00 - 08.04.2018 16:30,0,323
08.04.2018 16:30 - 08.04.2018 17:00,0,337
08.04.2018 17:00 - 08.04.2018 17:30,0,355
08.04.2018 17:30 - 08.04.2018 18:00,0,371
08.04.2018 18:00 - 08.04.2018 18:30,0,386
08.04.2018 18:30 - 08.04.2018 19:00,0,427
08.04.2018 19:00 - 08.04.2018 19:30,0,435
08.04.2018 19:30 - 08.04.2018 20:00,0,435
08.04.2018 20:00 - 08.04.2018 20:30,0,428
08.04.2018 20:30 - 08.04.2018 21:00,0,418
08.04.2018 21:00 - 08.04.2018 21:30,0,405
08.04.2018 21:30 - 08.04.2018 22:00,0,391
08.04.2018 22:00 - 08.04.2018 22:30,0,374
08.04.2018 22:30 - 08.04.2018 23:00,0,352
08.04.2018 23:00 - 08.04.2018 23:30,0,335
08.04.2018 23:30 - 09.04.2018 00:00,0,328
09.04.2018 00:00 - 09.04.2018 00:30,0,318
09.04.2018 00:30 - 09.04.2018 01:00,0,315
09.04.2018 01:00 - 09.04.2018 01:30,0,308
09.04.2018 01:30 - 09.04.2018 02:00,0,303
09.04.2018 02:00 - 09.04.2018 02:30,0,301
09.04.2018 02:30 - 09.04.2018 03:00,0,299
09.04.2018 03:00 - 09.04.2018 03:30,0,300
09.04.2018 03:30 - 09.04.2018 04:00,0,300
09.04.2018 04:00 - 09.04.2018 04:30,0,303
09.04.2018 04:30 - 09.04.2018 05:00,0,304
09.04.2018 05:00 - 09.04.2018 05:30,0,296
09.04.2018 05:30 - 09.04.2018 06:00,0,301
09.04.2018 06:00 - 09.04.2018 06:30,0,312
09.04.2018 06:30 - 09.04.2018 07:00,0,318
09.04.2018 07:00 - 09.04.2018 07:30,0,326
09.04.2018 07:30 - 09.04.2018 08:00,0,332
09.04.2018 08:00 - 09.04.2018 08:30,0,341
09.04.2018 08:30 - 09.04.2018 09:00,0,347
09.04.2018 09:00 - 09.04.2018 09:30,0,355
09.04.2018 09:30 - 09.04.2018 10:00,0,365
09.04.2018 10:00 - 09.04.2018 10:30,0,360
09.04.2018 10:30 - 09.04.2018 11:00,0,357
09.04.2018 11:00 - 09.04.2018 11:30,0,357
09.04.2018 11:30 - 09.04.2018 12:00,0,358
09.04.2018 12:00 - 09.04.2018 12:30,0,349
09.04.2018 12:30 - 09.04.2018 13:00,0,332
09.04.2018 13:00 - 09.04.2018 13:30,0,325
09.04.2018 13:30 - 09.04.2018 14:00,0,327
09.04.2018 14:00 - 09.04.2018 14:30,0,333
09.04.2018 14:30 - 09.04.2018 15:00,0,329
09.04.2018 15:00 - 09.04.2018 15:30,0,326
09.04.2018 15:30 - 09.04.2018 16:00,0,333
09.04.2018 16:00 - 09.04.2018 16:30,0,344
09.04.2018 16:30 - 09.04.2018 17:00,0,363
09.04.2018 17:00 - 09.04.2018 17:30,0,380
09.04.2018 17:30 - 09.04.2018 18:00,0,395
09.04.2018 18:00 - 09.04.2018 18:30,0,422
09.04.2018 18:30 - 09.04.2018 19:00,0,463
09.04.2018 19:00 - 09.04.2018 19:30,0,471
09.04.2018 19:30 - 09.04.2018 20:00,0,467
09.04.2018 20:00 - 09.04.2018 20:30,0,455
09.04.2018 20:30 - 09.04.2018 21:00,0,440
