Time (WET),Belarus (BY) > Lithuania (LT) [MW],Lithuania (LT) > Belarus (BY) [MW]
06.04.2018 23:00 - 07.04.2018 00:00,729,0
07.04.2018 00:00 - 07.04.2018 01:00,598,0
07.04.2018 01:00 - 07.04.2018 02:00,624,0
07.04.2018 02:00 - 07.04.2018 03:00,574,0
07.04.2018 03:00 - 07.04.2018 04:00,502,0
07.04.2018 04:00 - 07.04.2018 05:00,495,0
07.04.2018 05:00 - 07.04.2018 06:00,549,0
07.04.2018 06:00 - 07.04.2018 07:00,466,0
07.04.2018 07:00 - 07.04.2018 08:00,440,0
07.04.2018 08:00 - 07.04.2018 09:00,473,0
07.04.2018 09:00 - 07.04.2018 10:00,484,0
07.04.2018 10:00 - 07.04.2018 11:00,439,0
07.04.2018 11:00 - 07.04.2018 12:00,409,0
07.04.2018 12:00 - 07.04.2018 13:00,415,0
07.04.2018 13:00 - 07.04.2018 14:00,380,0
07.04.2018 14:00 - 07.04.2018 15:00,289,0
07.04.2018 15:00 - 07.04.2018 16:00,231,0
07.04.2018 16:00 - 07.04.2018 17:00,229,0
07.04.2018 17:00 - 07.04.2018 18:00,153,0
07.04.2018 18:00 - 07.04.2018 19:00,209,0
07.04.2018 19:00 - 07.04.2018 20:00,331,0
07.04.2018 20:00 - 07.04.2018 21:00,237,0
07.04.2018 21:00 - 07.04.2018 22:00,267,0
07.04.2018 22:00 - 07.04.2018 23:00,127,0
07.04.2018 23:00 - 08.04.2018 00:00,25,0
08.04.2018 00:00 - 08.04.2018 01:00,0,6
08.04.2018 01:00 - 08.04.2018 02:00,66,0
08.04.2018 02:00 - 08.04.2018 03:00,0,8
08.04.2018 03:00 - 08.04.2018 04:00,0,12
08.04.2018 04:00 - 08.04.2018 05:00,0,34
08.04.2018 05:00 - 08.04.2018 06:00,69,0
08.04.2018 06:00 - 08.04.2018 07:00,168,0
08.04.2018 07:00 - 08.04.2018 08:00,257,0
08.04.2018 08:00 - 08.04.2018 09:00,214,0
08.04.2018 09:00 - 08.04.2018 10:00,361,0
08.04.2018 10:00 - 08.04.2018 11:00,371,0
08.04.2018 11:00 - 08.04.2018 12:00,314,0
08.04.2018 12:00 - 08.04.2018 13:00,297,0
08.04.2018 13:00 - 08.04.2018 14:00,251,0
08.04.2018 14:00 - 08.04.2018 15:00,222,0
08.04.2018 15:00 - 08.04.2018 16:00,212,0
08.04.2018 16:00 - 08.04.2018 17:00,144,0
08.04.2018 17:00 - 08.04.2018 18:00,70,0
08.04.2018 18:00 - 08.04.2018 19:00,219,0
08.04.2018 19:00 - 08.04.2018 20:00,289,0
08.04.2018 20:00 - 08.04.2018 21:00,337,0
08.04.2018 21:00 - 08.04.2018 22:00,286,0
08.04.2018 22:00 - 08.04.2018 23:00,290,0
08.04.2018 23:00 - 09.04.2018 00:00,30,0
09.04.2018 00:00 - 09.04.2018 01:00,0,14
09.04.2018 01:00 - 09.04.2018 02:00,44,0
09.04.2018 02:00 - 09.04.2018 03:00,18,0
09.04.2018 03:00 - 09.04.2018 04:00,8,0
09.04.2018 04:00 - 09.04.2018 05:00,43,0
09.04.2018 05:00 - 09.04.2018 06:00,70,0
09.04.2018 06:00 - 09.04.2018 07:00,73,0
09.04.2018 07:00 - 09.04.2018 08:00,68,0
09.04.2018 08:00 - 09.04.2018 09:00,311,0
09.04.2018 09:00 - 09.04.2018 10:00,316,0
09.04.2018 10:00 - 09.04.2018 11:00,154,0
09.04.2018 11:00 - 09.04.2018 12:00,133,0
09.04.2018 12:00 - 09.04.2018 13:00,135,0
09.04.2018 13:00 - 09.04.2018 14:00,265,0
09.04.2018 14:00 - 09.04.2018 15:00,245,0
09.04.2018 15:00 - 09.04.2018 16:00,150,0
09.04.2018 16:00 - 09.04.2018 17:00,187,0
09.04.2018 17:00 - 09.04.2018 18:00,149,0
09.04.2018 18:00 - 09.04.2018 19:00,105,0
09.04.2018 19:00 - 09.04.2018 20:00,215,0
09.04.2018 20:00 - 09.04.2018 21:00,320,0
09.04.2018 21:00 - 09.04.2018 22:00,506,0
09.04.2018 22:00 - 09.04.2018 23:00,664,0
09.04.2018 23:00 - 10.04.2018 00:00,480,0
10.04.2018 00:00 - 10.04.2018 01:00,305,0
10.04.2018 01:00 - 10.04.2018 02:00,275,0
10.04.2018 02:00 - 10.04.2018 03:00,283,0
10.04.2018 03:00 - 10.04.2018 04:00,303,0
10.04.2018 04:00 - 10.04.2018 05:00,97,0
10.04.2018 05:00 - 10.04.2018 06:00,24,0
10.04.2018 06:00 - 10.04.2018 07:00,123,0
10.04.2018 07:00 - 10.04.2018 08:00,146,0
10.04.2018 08:00 - 10.04.2018 09:00,152,0
10.04.2018 09:00 - 10.04.2018 10:00,153,0
10.04.2018 10:00 - 10.04.2018 11:00,113,0
10.04.2018 11:00 - 10.04.2018 12:00,82,0
10.04.2018 12:00 - 10.04.2018 13:00,64,0
10.04.2018 13:00 - 10.04.2018 14:00,103,0
10.04.2018 14:00 - 10.04.2018 15:00,58,0
10.04.2018 15:00 - 10.04.2018 16:00,0,96
10.04.2018 16:00 - 10.04.2018 17:00,0,170
10.04.2018 17:00 - 10.04.2018 18:00,0,199
10.04.2018 18:00 - 10.04.2018 19:00,0,128
10.04.2018 19:00 - 10.04.2018 20:00,70,0
10.04.2018 20:00 - 10.04.2018 21:00,106,0
10.04.2018 21:00 - 10.04.2018 22:00,134,0
10.04.2018 22:00 - 10.04.2018 23:00,282,0
10.04.2018 23:00 - 11.04.2018 00:00,166,0
11.04.2018 00:00 - 11.04.2018 01:00,0,98
11.04.2018 01:00 - 11.04.2018 02:00,0,115
11.04.2018 02:00 - 11.04.2018 03:00,0,99
11.04.2018 03:00 - 11.04.2018 04:00,0,33
11.04.2018 04:00 - 11.04.2018 05:00,0,145
11.04.2018 05:00 - 11.04.2018 06:00,0,246
11.04.2018 06:00 - 11.04.2018 07:00,0,82
11.04.2018 07:00 - 11.04.2018 08:00,0,25
11.04.2018 08:00 - 11.04.2018 09:00,0,59
11.04.2018 09:00 - 11.04.2018 10:00,0,54
11.04.2018 10:00 - 11.04.2018 11:00,0,56
11.04.2018 11:00 - 11.04.2018 12:00,0,83
11.04.2018 12:00 - 11.04.2018 13:00,0,16
11.04.2018 13:00 - 11.04.2018 14:00,78,0
11.04.2018 14:00 - 11.04.2018 15:00,94,0
11.04.2018 15:00 - 11.04.2018 16:00,0,28
11.04.2018 16:00 - 11.04.2018 17:00,0,40
11.04.2018 17:00 - 11.04.2018 18:00,0,108
11.04.2018 18:00 - 11.04.2018 19:00,0,135
11.04.2018 19:00 - 11.04.2018 20:00,110,0
11.04.2018 20:00 - 11.04.2018 21:00,115,0
11.04.2018 21:00 - 11.04.2018 22:00,265,0
11.04.2018 22:00 - 11.04.2018 23:00,246,0
11.04.2018 23:00 - 12.04.2018 00:00,0,39
12.04.2018 00:00 - 12.04.2018 01:00,0,77
12.04.2018 01:00 - 12.04.2018 02:00,0,116
12.04.2018 02:00 - 12.04.2018 03:00,0,39
12.04.2018 03:00 - 12.04.2018 04:00,0,72
12.04.2018 04:00 - 12.04.2018 05:00,0,233
12.04.2018 05:00 - 12.04.2018 06:00,0,263
12.04.2018 06:00 - 12.04.2018 07:00,0,125
12.04.2018 07:00 - 12.04.2018 08:00,6,0
12.04.2018 08:00 - 12.04.2018 09:00,23,0
12.04.2018 09:00 - 12.04.2018 10:00,11,0
12.04.2018 10:00 - 12.04.2018 11:00,0,4
12.04.2018 11:00 - 12.04.2018 12:00,27,0
12.04.2018 12:00 - 12.04.2018 13:00,27,0
12.04.2018 13:00 - 12.04.2018 14:00,184,0
12.04.2018 14:00 - 12.04.2018 15:00,96,0
12.04.2018 15:00 - 12.04.2018 16:00,0,62
12.04.2018 16:00 - 12.04.2018 17:00,0,77
12.04.2018 17:00 - 12.04.2018 18:00,0,115
12.04.2018 18:00 - 12.04.2018 19:00,0,242
12.04.2018 19:00 - 12.04.2018 20:00,20,0
12.04.2018 20:00 - 12.04.2018 21:00,22,0
12.04.2018 21:00 - 12.04.2018 22:00,49,0
12.04.2018 22:00 - 12.04.2018 23:00,21,0
12.04.2018 23:00 - 13.04.2018 00:00,0,167
13.04.2018 00:00 - 13.04.2018 01:00,0,186
13.04.2018 01:00 - 13.04.2018 02:00,0,204
13.04.2018 02:00 - 13.04.2018 03:00,0,188
13.04.2018 03:00 - 13.04.2018 04:00,0,183
13.04.2018 04:00 - 13.04.2018 05:00,0,221
13.04.2018 05:00 - 13.04.2018 06:00,0,278
13.04.2018 06:00 - 13.04.2018 07:00,0,115
13.04.2018 07:00 - 13.04.2018 08:00,0,75
13.04.2018 08:00 - 13.04.2018 09:00,0,65
13.04.2018 09:00 - 13.04.2018 10:00,0,160
13.04.2018 10:00 - 13.04.2018 11:00,0,119
13.04.2018 11:00 - 13.04.2018 12:00,0,114
13.04.2018 12:00 - 13.04.2018 13:00,0,97
13.04.2018 13:00 - 13.04.2018 14:00,60,0
13.04.2018 14:00 - 13.04.2018 15:00,35,0
13.04.2018 15:00 - 13.04.2018 16:00,0,155
13.04.2018 16:00 - 13.04.2018 17:00,0,150
13.04.2018 17:00 - 13.04.2018 18:00,0,210
13.04.2018 18:00 - 13.04.2018 19:00,0,189
13.04.2018 19:00 - 13.04.2018 20:00,0,15
13.04.2018 20:00 - 13.04.2018 21:00,24,0
13.04.2018 21:00 - 13.04.2018 22:00,47,0
13.04.2018 22:00 - 13.04.2018 23:00,155,0
13.04.2018 23:00 - 14.04.2018 00:00,44,0
14.04.2018 00:00 - 14.04.2018 01:00,0,25
14.04.2018 01:00 - 14.04.2018 02:00,0,26
14.04.2018 02:00 - 14.04.2018 03:00,0,69
14.04.2018 03:00 - 14.04.2018 04:00,0,15
14.04.2018 04:00 - 14.04.2018 05:00,0,100
14.04.2018 05:00 - 14.04.2018 06:00,0,35
14.04.2018 06:00 - 14.04.2018 07:00,7,0
14.04.2018 07:00 - 14.04.2018 08:00,0,1
14.04.2018 08:00 - 14.04.2018 09:00,34,0
14.04.2018 09:00 - 14.04.2018 10:00,109,0
14.04.2018 10:00 - 14.04.2018 11:00,60,0
14.04.2018 11:00 - 14.04.2018 12:00,59,0
14.04.2018 12:00 - 14.04.2018 13:00,119,0
14.04.2018 13:00 - 14.04.2018 14:00,65,0
14.04.2018 14:00 - 14.04.2018 15:00,99,0
14.04.2018 15:00 - 14.04.2018 16:00,71,0
14.04.2018 16:00 - 14.04.2018 17:00,38,0
14.04.2018 17:00 - 14.04.2018 18:00,0,75
14.04.2018 18:00 - 14.04.2018 19:00,0,48
14.04.2018 19:00 - 14.04.2018 20:00,66,0
14.04.2018 20:00 - 14.04.2018 21:00,139,0
14.04.2018 21:00 - 14.04.2018 22:00,294,0
14.04.2018 22:00 - 14.04.2018 23:00,178,0
14.04.2018 23:00 - 15.04.2018 00:00,27,0
15.04.2018 00:00 - 15.04.2018 01:00,0,17
15.04.2018 01:00 - 15.04.2018 02:00,0,43
15.04.2018 02:00 - 15.04.2018 03:00,0,69
15.04.2018 03:00 - 15.04.2018 04:00,0,102
15.04.2018 04:00 - 15.04.2018 05:00,0,178
15.04.2018 05:00 - 15.04.2018 06:00,0,151
15.04.2018 06:00 - 15.04.2018 07:00,0,102
15.04.2018 07:00 - 15.04.2018 08:00,0,67
15.04.2018 08:00 - 15.04.2018 09:00,11,0
15.04.2018 09:00 - 15.04.2018 10:00,36,0
15.04.2018 10:00 - 15.04.2018 11:00,49,0
15.04.2018 11:00 - 15.04.2018 12:00,76,0
15.04.2018 12:00 - 15.04.2018 13:00,86,0
15.04.2018 13:00 - 15.04.2018 14:00,50,0
15.04.2018 14:00 - 15.04.2018 15:00,19,0
15.04.2018 15:00 - 15.04.2018 16:00,0,5
15.04.2018 16:00 - 15.04.2018 17:00,0,7
15.04.2018 17:00 - 15.04.2018 18:00,0,102
15.04.2018 18:00 - 15.04.2018 19:00,0,113
15.04.2018 19:00 - 15.04.2018 20:00,36,0
15.04.2018 20:00 - 15.04.2018 21:00,0,30
15.04.2018 21:00 - 15.04.2018 22:00,103,0
15.04.2018 22:00 - 15.04.2018 23:00,0,118
15.04.2018 23:00 - 16.04.2018 00:00,0,136
16.04.2018 00:00 - 16.04.2018 01:00,0,174
16.04.2018 01:00 - 16.04.2018 02:00,0,145
16.04.2018 02:00 - 16.04.2018 03:00,0,146
16.04.2018 03:00 - 16.04.2018 04:00,0,36
16.04.2018 04:00 - 16.04.2018 05:00,0,93
16.04.2018 05:00 - 16.04.2018 06:00,0,86
16.04.2018 06:00 - 16.04.2018 07:00,0,30
16.04.2018 07:00 - 16.04.2018 08:00,53,0
16.04.2018 08:00 - 16.04.2018 09:00,103,0
16.04.2018 09:00 - 16.04.2018 10:00,102,0
16.04.2018 10:00 - 16.04.2018 11:00,109,0
16.04.2018 11:00 - 16.04.2018 12:00,118,0
16.04.2018 12:00 - 16.04.2018 13:00,188,0
16.04.2018 13:00 - 16.04.2018 14:00,265,0
16.04.2018 14:00 - 16.04.2018 15:00,166,0
16.04.2018 15:00 - 16.04.2018 16:00,10,0
16.04.2018 16:00 - 16.04.2018 17:00,61,0
16.04.2018 17:00 - 16.04.2018 18:00,140,0
16.04.2018 18:00 - 16.04.2018 19:00,45,0
16.04.2018 19:00 - 16.04.2018 20:00,212,0
16.04.2018 20:00 - 16.04.2018 21:00,327,0
16.04.2018 21:00 - 16.04.2018 22:00,226,0
16.04.2018 22:00 - 16.04.2018 23:00,84,0
16.04.2018 23:00 - 17.04.2018 00:00,276,0
17.04.2018 00:00 - 17.04.2018 01:00,296,0
17.04.2018 01:00 - 17.04.2018 02:00,193,0
17.04.2018 02:00 - 17.04.2018 03:00,193,0
17.04.2018 03:00 - 17.04.2018 04:00,228,0
17.04.2018 04:00 - 17.04.2018 05:00,179,0
17.04.2018 05:00 - 17.04.2018 06:00,0,151
17.04.2018 06:00 - 17.04.2018 07:00,0,64
17.04.2018 07:00 - 17.04.2018 08:00,61,0
17.04.2018 08:00 - 17.04.2018 09:00,159,0
17.04.2018 09:00 - 17.04.2018 10:00,223,0
17.04.2018 10:00 - 17.04.2018 11:00,39,0
17.04.2018 11:00 - 17.04.2018 12:00,0,16
17.04.2018 12:00 - 17.04.2018 13:00,0,2
17.04.2018 13:00 - 17.04.2018 14:00,218,0
17.04.2018 14:00 - 17.04.2018 15:00,239,0
17.04.2018 15:00 - 17.04.2018 16:00,0,60
17.04.2018 16:00 - 17.04.2018 17:00,0,56
17.04.2018 17:00 - 17.04.2018 18:00,75,0
17.04.2018 18:00 - 17.04.2018 19:00,45,0
17.04.2018 19:00 - 17.04.2018 20:00,154,0
17.04.2018 20:00 - 17.04.2018 21:00,241,0
17.04.2018 21:00 - 17.04.2018 22:00,322,0
17.04.2018 22:00 - 17.04.2018 23:00,359,0
17.04.2018 23:00 - 18.04.2018 00:00,74,0
18.04.2018 00:00 - 18.04.2018 01:00,38,0
18.04.2018 01:00 - 18.04.2018 02:00,70,0
18.04.2018 02:00 - 18.04.2018 03:00,54,0
18.04.2018 03:00 - 18.04.2018 04:00,67,0
18.04.2018 04:00 - 18.04.2018 05:00,0,160
18.04.2018 05:00 - 18.04.2018 06:00,0,198
18.04.2018 06:00 - 18.04.2018 07:00,0,161
18.04.2018 07:00 - 18.04.2018 08:00,0,130
18.04.2018 08:00 - 18.04.2018 09:00,0,100
18.04.2018 09:00 - 18.04.2018 10:00,0,69
18.04.2018 10:00 - 18.04.2018 11:00,35,0
18.04.2018 11:00 - 18.04.2018 12:00,13,0
18.04.2018 12:00 - 18.04.2018 13:00,0,55
18.04.2018 13:00 - 18.04.2018 14:00,132,0
18.04.2018 14:00 - 18.04.2018 15:00,111,0
18.04.2018 15:00 - 18.04.2018 16:00,0,81
18.04.2018 16:00 - 18.04.2018 17:00,0,51
18.04.2018 17:00 - 18.04.2018 18:00,0,64
18.04.2018 18:00 - 18.04.2018 19:00,0,44
18.04.2018 19:00 - 18.04.2018 20:00,135,0
18.04.2018 20:00 - 18.04.2018 21:00,236,0
18.04.2018 21:00 - 18.04.2018 22:00,225,0
18.04.2018 22:00 - 18.04.2018 23:00,314,0
18.04.2018 23:00 - 19.04.2018 00:00,264,0
19.04.2018 00:00 - 19.04.2018 01:00,176,0
19.04.2018 01:00 - 19.04.2018 02:00,196,0
19.04.2018 02:00 - 19.04.2018 03:00,198,0
19.04.2018 03:00 - 19.04.2018 04:00,125,0
19.04.2018 04:00 - 19.04.2018 05:00,29,0
19.04.2018 05:00 - 19.04.2018 06:00,0,150
19.04.2018 06:00 - 19.04.2018 07:00,0,64
19.04.2018 07:00 - 19.04.2018 08:00,0,44
19.04.2018 08:00 - 19.04.2018 09:00,0,3
19.04.2018 09:00 - 19.04.2018 10:00,0,72
19.04.2018 10:00 - 19.04.2018 11:00,0,63
19.04.2018 11:00 - 19.04.2018 12:00,0,80
19.04.2018 12:00 - 19.04.2018 13:00,0,91
19.04.2018 13:00 - 19.04.2018 14:00,39,0
19.04.2018 14:00 - 19.04.2018 15:00,33,0
19.04.2018 15:00 - 19.04.2018 16:00,0,112
19.04.2018 16:00 - 19.04.2018 17:00,0,114
19.04.2018 17:00 - 19.04.2018 18:00,0,129
19.04.2018 18:00 - 19.04.2018 19:00,0,108
19.04.2018 19:00 - 19.04.2018 20:00,119,0
19.04.2018 20:00 - 19.04.2018 21:00,185,0
19.04.2018 21:00 - 19.04.2018 22:00,192,0
19.04.2018 22:00 - 19.04.2018 23:00,171,0
19.04.2018 23:00 - 20.04.2018 00:00,166,0
20.04.2018 00:00 - 20.04.2018 01:00,191,0
20.04.2018 01:00 - 20.04.2018 02:00,176,0
20.04.2018 02:00 - 20.04.2018 03:00,179,0
20.04.2018 03:00 - 20.04.2018 04:00,179,0
20.04.2018 04:00 - 20.04.2018 05:00,79,0
20.04.2018 05:00 - 20.04.2018 06:00,0,150
20.04.2018 06:00 - 20.04.2018 07:00,0,20
20.04.2018 07:00 - 20.04.2018 08:00,0,16
20.04.2018 08:00 - 20.04.2018 09:00,1,0
20.04.2018 09:00 - 20.04.2018 10:00,0,17
20.04.2018 10:00 - 20.04.2018 11:00,0,21
20.04.2018 11:00 - 20.04.2018 12:00,0,63
20.04.2018 12:00 - 20.04.2018 13:00,0,43
20.04.2018 13:00 - 20.04.2018 14:00,12,0
20.04.2018 14:00 - 20.04.2018 15:00,0,29
20.04.2018 15:00 - 20.04.2018 16:00,0,62
20.04.2018 16:00 - 20.04.2018 17:00,0,45
20.04.2018 17:00 - 20.04.2018 18:00,0,12
20.04.2018 18:00 - 20.04.2018 19:00,0,9
20.04.2018 19:00 - 20.04.2018 20:00,170,0
20.04.2018 20:00 - 20.04.2018 21:00,183,0
20.04.2018 21:00 - 20.04.2018 22:00,98,0
20.04.2018 22:00 - 20.04.2018 23:00,218,0
20.04.2018 23:00 - 21.04.2018 00:00,149,0
21.04.2018 00:00 - 21.04.2018 01:00,46,0
21.04.2018 01:00 - 21.04.2018 02:00,67,0
21.04.2018 02:00 - 21.04.2018 03:00,3,0
21.04.2018 03:00 - 21.04.2018 04:00,0,13
21.04.2018 04:00 - 21.04.2018 05:00,0,101
21.04.2018 05:00 - 21.04.2018 06:00,0,158
21.04.2018 06:00 - 21.04.2018 07:00,0,118
21.04.2018 07:00 - 21.04.2018 08:00,0,78
21.04.2018 08:00 - 21.04.2018 09:00,0,103
21.04.2018 09:00 - 21.04.2018 10:00,0,68
21.04.2018 10:00 - 21.04.2018 11:00,0,47
21.04.2018 11:00 - 21.04.2018 12:00,0,22
21.04.2018 12:00 - 21.04.2018 13:00,0,26
21.04.2018 13:00 - 21.04.2018 14:00,87,0
21.04.2018 14:00 - 21.04.2018 15:00,148,0
21.04.2018 15:00 - 21.04.2018 16:00,19,0
21.04.2018 16:00 - 21.04.2018 17:00,0,8
21.04.2018 17:00 - 21.04.2018 18:00,0,27
21.04.2018 18:00 - 21.04.2018 19:00,0,115
21.04.2018 19:00 - 21.04.2018 20:00,0,50
21.04.2018 20:00 - 21.04.2018 21:00,50,0
21.04.2018 21:00 - 21.04.2018 22:00,139,0
21.04.2018 22:00 - 21.04.2018 23:00,170,0
21.04.2018 23:00 - 22.04.2018 00:00,63,0
22.04.2018 00:00 - 22.04.2018 01:00,43,0
22.04.2018 01:00 - 22.04.2018 02:00,14,0
22.04.2018 02:00 - 22.04.2018 03:00,2,0
22.04.2018 03:00 - 22.04.2018 04:00,0,7
22.04.2018 04:00 - 22.04.2018 05:00,0,29
22.04.2018 05:00 - 22.04.2018 06:00,0,48
22.04.2018 06:00 - 22.04.2018 07:00,0,52
22.04.2018 07:00 - 22.04.2018 08:00,60,0
22.04.2018 08:00 - 22.04.2018 09:00,16,0
22.04.2018 09:00 - 22.04.2018 10:00,0,24
22.04.2018 10:00 - 22.04.2018 11:00,0,40
22.04.2018 11:00 - 22.04.2018 12:00,0,78
22.04.2018 12:00 - 22.04.2018 13:00,0,60
22.04.2018 13:00 - 22.04.2018 14:00,0,51
22.04.2018 14:00 - 22.04.2018 15:00,0,118
22.04.2018 15:00 - 22.04.2018 16:00,0,181
22.04.2018 16:00 - 22.04.2018 17:00,0,176
22.04.2018 17:00 - 22.04.2018 18:00,0,199
22.04.2018 18:00 - 22.04.2018 19:00,0,248
22.04.2018 19:00 - 22.04.2018 20:00,0,107
22.04.2018 20:00 - 22.04.2018 21:00,0,62
22.04.2018 21:00 - 22.04.2018 22:00,0,60
22.04.2018 22:00 - 22.04.2018 23:00,0,6
22.04.2018 23:00 - 23.04.2018 00:00,0,88
23.04.2018 00:00 - 23.04.2018 01:00,0,57
23.04.2018 01:00 - 23.04.2018 02:00,8,0
23.04.2018 02:00 - 23.04.2018 03:00,34,0
23.04.2018 03:00 - 23.04.2018 04:00,0,26
23.04.2018 04:00 - 23.04.2018 05:00,0,100
23.04.2018 05:00 - 23.04.2018 06:00,0,361
23.04.2018 06:00 - 23.04.2018 07:00,0,258
23.04.2018 07:00 - 23.04.2018 08:00,0,243
23.04.2018 08:00 - 23.04.2018 09:00,0,184
23.04.2018 09:00 - 23.04.2018 10:00,0,206
23.04.2018 10:00 - 23.04.2018 11:00,0,121
23.04.2018 11:00 - 23.04.2018 12:00,0,62
23.04.2018 12:00 - 23.04.2018 13:00,0,83
23.04.2018 13:00 - 23.04.2018 14:00,0,32
23.04.2018 14:00 - 23.04.2018 15:00,0,56
23.04.2018 15:00 - 23.04.2018 16:00,0,208
23.04.2018 16:00 - 23.04.2018 17:00,0,237
23.04.2018 17:00 - 23.04.2018 18:00,0,309
23.04.2018 18:00 - 23.04.2018 19:00,0,270
23.04.2018 19:00 - 23.04.2018 20:00,0,116
23.04.2018 20:00 - 23.04.2018 21:00,0,5
23.04.2018 21:00 - 23.04.2018 22:00,70,0
23.04.2018 22:00 - 23.04.2018 23:00,170,0
23.04.2018 23:00 - 24.04.2018 00:00,0,67
24.04.2018 00:00 - 24.04.2018 01:00,0,27
24.04.2018 01:00 - 24.04.2018 02:00,0,35
24.04.2018 02:00 - 24.04.2018 03:00,0,15
24.04.2018 03:00 - 24.04.2018 04:00,0,86
24.04.2018 04:00 - 24.04.2018 05:00,0,205
24.04.2018 05:00 - 24.04.2018 06:00,0,190
24.04.2018 06:00 - 24.04.2018 07:00,0,100
24.04.2018 07:00 - 24.04.2018 08:00,0,80
24.04.2018 08:00 - 24.04.2018 09:00,0,93
24.04.2018 09:00 - 24.04.2018 10:00,0,121
24.04.2018 10:00 - 24.04.2018 11:00,0,26
24.04.2018 11:00 - 24.04.2018 12:00,5,0
24.04.2018 12:00 - 24.04.2018 13:00,1,0
24.04.2018 13:00 - 24.04.2018 14:00,55,0
24.04.2018 14:00 - 24.04.2018 15:00,0,37
24.04.2018 15:00 - 24.04.2018 16:00,0,97
24.04.2018 16:00 - 24.04.2018 17:00,0,103
24.04.2018 17:00 - 24.04.2018 18:00,0,213
24.04.2018 18:00 - 24.04.2018 19:00,0,202
24.04.2018 19:00 - 24.04.2018 20:00,0,75
24.04.2018 20:00 - 24.04.2018 21:00,0,92
24.04.2018 21:00 - 24.04.2018 22:00,0,56
24.04.2018 22:00 - 24.04.2018 23:00,77,0
24.04.2018 23:00 - 25.04.2018 00:00,0,10
25.04.2018 00:00 - 25.04.2018 01:00,0,41
25.04.2018 01:00 - 25.04.2018 02:00,0,43
25.04.2018 02:00 - 25.04.2018 03:00,0,37
25.04.2018 03:00 - 25.04.2018 04:00,0,81
25.04.2018 04:00 - 25.04.2018 05:00,0,47
25.04.2018 05:00 - 25.04.2018 06:00,0,275
25.04.2018 06:00 - 25.04.2018 07:00,0,110
25.04.2018 07:00 - 25.04.2018 08:00,0,150
25.04.2018 08:00 - 25.04.2018 09:00,0,124
25.04.2018 09:00 - 25.04.2018 10:00,0,71
25.04.2018 10:00 - 25.04.2018 11:00,0,62
25.04.2018 11:00 - 25.04.2018 12:00,0,44
25.04.2018 12:00 - 25.04.2018 13:00,0,76
25.04.2018 13:00 - 25.04.2018 14:00,1,0
25.04.2018 14:00 - 25.04.2018 15:00,0,25
25.04.2018 15:00 - 25.04.2018 16:00,0,252
25.04.2018 16:00 - 25.04.2018 17:00,0,162
25.04.2018 17:00 - 25.04.2018 18:00,0,159
25.04.2018 18:00 - 25.04.2018 19:00,0,162
25.04.2018 19:00 - 25.04.2018 20:00,0,65
25.04.2018 20:00 - 25.04.2018 21:00,17,0
25.04.2018 21:00 - 25.04.2018 22:00,26,0
25.04.2018 22:00 - 25.04.2018 23:00,202,0
25.04.2018 23:00 - 26.04.2018 00:00,1,0
26.04.2018 00:00 - 26.04.2018 01:00,0,14
26.04.2018 01:00 - 26.04.2018 02:00,0,21
26.04.2018 02:00 - 26.04.2018 03:00,0,22
26.04.2018 03:00 - 26.04.2018 04:00,0,40
26.04.2018 04:00 - 26.04.2018 05:00,0,107
26.04.2018 05:00 - 26.04.2018 06:00,0,353
26.04.2018 06:00 - 26.04.2018 07:00,0,263
26.04.2018 07:00 - 26.04.2018 08:00,0,298
26.04.2018 08:00 - 26.04.2018 09:00,0,218
26.04.2018 09:00 - 26.04.2018 10:00,0,172
26.04.2018 10:00 - 26.04.2018 11:00,0,131
26.04.2018 11:00 - 26.04.2018 12:00,0,172
26.04.2018 12:00 - 26.04.2018 13:00,0,217
26.04.2018 13:00 - 26.04.2018 14:00,0,66
26.04.2018 14:00 - 26.04.2018 15:00,0,60
26.04.2018 15:00 - 26.04.2018 16:00,0,146
26.04.2018 16:00 - 26.04.2018 17:00,0,232
26.04.2018 17:00 - 26.04.2018 18:00,0,217
26.04.2018 18:00 - 26.04.2018 19:00,0,235
26.04.2018 19:00 - 26.04.2018 20:00,0,68
26.04.2018 20:00 - 26.04.2018 21:00,56,0
26.04.2018 21:00 - 26.04.2018 22:00,45,0
26.04.2018 22:00 - 26.04.2018 23:00,102,0
26.04.2018 23:00 - 27.04.2018 00:00,0,16
27.04.2018 00:00 - 27.04.2018 01:00,0,67
27.04.2018 01:00 - 27.04.2018 02:00,0,27
27.04.2018 02:00 - 27.04.2018 03:00,0,62
27.04.2018 03:00 - 27.04.2018 04:00,0,79
27.04.2018 04:00 - 27.04.2018 05:00,0,161
27.04.2018 05:00 - 27.04.2018 06:00,0,375
27.04.2018 06:00 - 27.04.2018 07:00,0,335
27.04.2018 07:00 - 27.04.2018 08:00,0,369
27.04.2018 08:00 - 27.04.2018 09:00,0,271
27.04.2018 09:00 - 27.04.2018 10:00,0,236
27.04.2018 10:00 - 27.04.2018 11:00,0,219
27.04.2018 11:00 - 27.04.2018 12:00,0,170
27.04.2018 12:00 - 27.04.2018 13:00,0,112
27.04.2018 13:00 - 27.04.2018 14:00,0,92
27.04.2018 14:00 - 27.04.2018 15:00,0,95
27.04.2018 15:00 - 27.04.2018 16:00,0,177
27.04.2018 16:00 - 27.04.2018 17:00,0,212
