Time (WET),Albania (AL) > Greece (GR) [MW],Greece (GR) > Albania (AL) [MW]
05.04.2018 02:00 - 05.04.2018 03:00,444,0
05.04.2018 03:00 - 05.04.2018 04:00,455,0
05.04.2018 04:00 - 05.04.2018 05:00,457,0
05.04.2018 05:00 - 05.04.2018 06:00,538,0
05.04.2018 06:00 - 05.04.2018 07:00,543,0
05.04.2018 07:00 - 05.04.2018 08:00,529,0
05.04.2018 08:00 - 05.04.2018 09:00,540,0
05.04.2018 09:00 - 05.04.2018 10:00,555,0
05.04.2018 10:00 - 05.04.2018 11:00,485,0
05.04.2018 11:00 - 05.04.2018 12:00,513,0
05.04.2018 12:00 - 05.04.2018 13:00,545,0
05.04.2018 13:00 - 05.04.2018 14:00,536,0
05.04.2018 14:00 - 05.04.2018 15:00,538,0
05.04.2018 15:00 - 05.04.2018 16:00,552,0
05.04.2018 16:00 - 05.04.2018 17:00,570,0
05.04.2018 17:00 - 05.04.2018 18:00,595,0
05.04.2018 18:00 - 05.04.2018 19:00,522,0
05.04.2018 19:00 - 05.04.2018 20:00,455,0
05.04.2018 20:00 - 05.04.2018 21:00,469,0
05.04.2018 21:00 - 05.04.2018 22:00,435,0
05.04.2018 22:00 - 05.04.2018 23:00,461,0
05.04.2018 23:00 - 06.04.2018 00:00,415,0
06.04.2018 00:00 - 06.04.2018 01:00,396,0
06.04.2018 01:00 - 06.04.2018 02:00,401,0
06.04.2018 02:00 - 06.04.2018 03:00,405,0
06.04.2018 03:00 - 06.04.2018 04:00,422,0
06.04.2018 04:00 - 06.04.2018 05:00,420,0
06.04.2018 05:00 - 06.04.2018 06:00,376,0
06.04.2018 06:00 - 06.04.2018 07:00,408,0
06.04.2018 07:00 - 06.04.2018 08:00,408,0
06.04.2018 08:00 - 06.04.2018 09:00,449,0
06.04.2018 09:00 - 06.04.2018 10:00,446,0
06.04.2018 10:00 - 06.04.2018 11:00,437,0
06.04.2018 11:00 - 06.04.2018 12:00,460,0
06.04.2018 12:00 - 06.04.2018 13:00,485,0
06.04.2018 13:00 - 06.04.2018 14:00,519,0
06.04.2018 14:00 - 06.04.2018 15:00,516,0
06.04.2018 15:00 - 06.04.2018 16:00,502,0
06.04.2018 16:00 - 06.04.2018 17:00,472,0
06.04.2018 17:00 - 06.04.2018 18:00,509,0
06.04.2018 18:00 - 06.04.2018 19:00,505,0
06.04.2018 19:00 - 06.04.2018 20:00,489,0
06.04.2018 20:00 - 06.04.2018 21:00,501,0
06.04.2018 21:00 - 06.04.2018 22:00,509,0
06.04.2018 22:00 - 06.04.2018 23:00,385,0
06.04.2018 23:00 - 07.04.2018 00:00,339,0
07.04.2018 00:00 - 07.04.2018 01:00,300,0
07.04.2018 01:00 - 07.04.2018 02:00,267,0
07.04.2018 02:00 - 07.04.2018 03:00,284,0
07.04.2018 03:00 - 07.04.2018 04:00,299,0
07.04.2018 04:00 - 07.04.2018 05:00,305,0
07.04.2018 05:00 - 07.04.2018 06:00,371,0
07.04.2018 06:00 - 07.04.2018 07:00,433,0
07.04.2018 07:00 - 07.04.2018 08:00,453,0
07.04.2018 08:00 - 07.04.2018 09:00,440,0
07.04.2018 09:00 - 07.04.2018 10:00,443,0
07.04.2018 10:00 - 07.04.2018 11:00,425,0
07.04.2018 11:00 - 07.04.2018 12:00,432,0
07.04.2018 12:00 - 07.04.2018 13:00,424,0
07.04.2018 13:00 - 07.04.2018 14:00,421,0
07.04.2018 14:00 - 07.04.2018 15:00,421,0
07.04.2018 15:00 - 07.04.2018 16:00,440,0
07.04.2018 16:00 - 07.04.2018 17:00,461,0
07.04.2018 17:00 - 07.04.2018 18:00,466,0
07.04.2018 18:00 - 07.04.2018 19:00,453,0
07.04.2018 19:00 - 07.04.2018 20:00,446,0
07.04.2018 20:00 - 07.04.2018 21:00,468,0
07.04.2018 21:00 - 07.04.2018 22:00,445,0
07.04.2018 22:00 - 07.04.2018 23:00,454,0
07.04.2018 23:00 - 08.04.2018 00:00,399,0
08.04.2018 00:00 - 08.04.2018 01:00,374,0
08.04.2018 01:00 - 08.04.2018 02:00,330,0
08.04.2018 02:00 - 08.04.2018 03:00,338,0
08.04.2018 03:00 - 08.04.2018 04:00,334,0
08.04.2018 04:00 - 08.04.2018 05:00,330,0
08.04.2018 05:00 - 08.04.2018 06:00,357,0
08.04.2018 06:00 - 08.04.2018 07:00,394,0
08.04.2018 07:00 - 08.04.2018 08:00,407,0
08.04.2018 08:00 - 08.04.2018 09:00,422,0
08.04.2018 09:00 - 08.04.2018 10:00,369,0
08.04.2018 10:00 - 08.04.2018 11:00,291,0
08.04.2018 11:00 - 08.04.2018 12:00,216,0
08.04.2018 12:00 - 08.04.2018 13:00,211,0
08.04.2018 13:00 - 08.04.2018 14:00,235,0
08.04.2018 14:00 - 08.04.2018 15:00,261,0
08.04.2018 15:00 - 08.04.2018 16:00,408,0
08.04.2018 16:00 - 08.04.2018 17:00,452,0
08.04.2018 17:00 - 08.04.2018 18:00,364,0
08.04.2018 18:00 - 08.04.2018 19:00,341,0
08.04.2018 19:00 - 08.04.2018 20:00,319,0
08.04.2018 20:00 - 08.04.2018 21:00,343,0
08.04.2018 21:00 - 08.04.2018 22:00,364,0
08.04.2018 22:00 - 08.04.2018 23:00,374,0
08.04.2018 23:00 - 09.04.2018 00:00,320,0
09.04.2018 00:00 - 09.04.2018 01:00,326,0
09.04.2018 01:00 - 09.04.2018 02:00,329,0
09.04.2018 02:00 - 09.04.2018 03:00,335,0
09.04.2018 03:00 - 09.04.2018 04:00,345,0
09.04.2018 04:00 - 09.04.2018 05:00,341,0
09.04.2018 05:00 - 09.04.2018 06:00,349,0
09.04.2018 06:00 - 09.04.2018 07:00,371,0
09.04.2018 07:00 - 09.04.2018 08:00,361,0
09.04.2018 08:00 - 09.04.2018 09:00,364,0
09.04.2018 09:00 - 09.04.2018 10:00,385,0
09.04.2018 10:00 - 09.04.2018 11:00,391,0
09.04.2018 11:00 - 09.04.2018 12:00,416,0
09.04.2018 12:00 - 09.04.2018 13:00,394,0
09.04.2018 13:00 - 09.04.2018 14:00,376,0
09.04.2018 14:00 - 09.04.2018 15:00,378,0
09.04.2018 15:00 - 09.04.2018 16:00,422,0
09.04.2018 16:00 - 09.04.2018 17:00,421,0
09.04.2018 17:00 - 09.04.2018 18:00,416,0
09.04.2018 18:00 - 09.04.2018 19:00,406,0
09.04.2018 19:00 - 09.04.2018 20:00,383,0
09.04.2018 20:00 - 09.04.2018 21:00,405,0
09.04.2018 21:00 - 09.04.2018 22:00,409,0
09.04.2018 22:00 - 09.04.2018 23:00,412,0
09.04.2018 23:00 - 10.04.2018 00:00,449,0
10.04.2018 00:00 - 10.04.2018 01:00,441,0
10.04.2018 01:00 - 10.04.2018 02:00,449,0
10.04.2018 02:00 - 10.04.2018 03:00,477,0
10.04.2018 03:00 - 10.04.2018 04:00,472,0
10.04.2018 04:00 - 10.04.2018 05:00,474,0
10.04.2018 05:00 - 10.04.2018 06:00,448,0
10.04.2018 06:00 - 10.04.2018 07:00,473,0
10.04.2018 07:00 - 10.04.2018 08:00,452,0
10.04.2018 08:00 - 10.04.2018 09:00,447,0
10.04.2018 09:00 - 10.04.2018 10:00,472,0
10.04.2018 10:00 - 10.04.2018 11:00,479,0
10.04.2018 11:00 - 10.04.2018 12:00,513,0
10.04.2018 12:00 - 10.04.2018 13:00,500,0
10.04.2018 13:00 - 10.04.2018 14:00,506,0
10.04.2018 14:00 - 10.04.2018 15:00,530,0
10.04.2018 15:00 - 10.04.2018 16:00,543,0
10.04.2018 16:00 - 10.04.2018 17:00,504,0
10.04.2018 17:00 - 10.04.2018 18:00,504,0
10.04.2018 18:00 - 10.04.2018 19:00,520,0
10.04.2018 19:00 - 10.04.2018 20:00,491,0
10.04.2018 20:00 - 10.04.2018 21:00,501,0
10.04.2018 21:00 - 10.04.2018 22:00,472,0
10.04.2018 22:00 - 10.04.2018 23:00,493,0
10.04.2018 23:00 - 11.04.2018 00:00,450,0
11.04.2018 00:00 - 11.04.2018 01:00,448,0
11.04.2018 01:00 - 11.04.2018 02:00,447,0
11.04.2018 02:00 - 11.04.2018 03:00,459,0
11.04.2018 03:00 - 11.04.2018 04:00,467,0
11.04.2018 04:00 - 11.04.2018 05:00,475,0
11.04.2018 05:00 - 11.04.2018 06:00,502,0
11.04.2018 06:00 - 11.04.2018 07:00,498,0
11.04.2018 07:00 - 11.04.2018 08:00,491,0
11.04.2018 08:00 - 11.04.2018 09:00,516,0
11.04.2018 09:00 - 11.04.2018 10:00,514,0
11.04.2018 10:00 - 11.04.2018 11:00,507,0
11.04.2018 11:00 - 11.04.2018 12:00,477,0
11.04.2018 12:00 - 11.04.2018 13:00,512,0
11.04.2018 13:00 - 11.04.2018 14:00,518,0
11.04.2018 14:00 - 11.04.2018 15:00,498,0
11.04.2018 15:00 - 11.04.2018 16:00,545,0
11.04.2018 16:00 - 11.04.2018 17:00,504,0
11.04.2018 17:00 - 11.04.2018 18:00,517,0
11.04.2018 18:00 - 11.04.2018 19:00,543,0
11.04.2018 19:00 - 11.04.2018 20:00,552,0
11.04.2018 20:00 - 11.04.2018 21:00,528,0
11.04.2018 21:00 - 11.04.2018 22:00,502,0
11.04.2018 22:00 - 11.04.2018 23:00,493,0
11.04.2018 23:00 - 12.04.2018 00:00,421,0
12.04.2018 00:00 - 12.04.2018 01:00,424,0
12.04.2018 01:00 - 12.04.2018 02:00,434,0
12.04.2018 02:00 - 12.04.2018 03:00,433,0
12.04.2018 03:00 - 12.04.2018 04:00,463,0
12.04.2018 04:00 - 12.04.2018 05:00,472,0
12.04.2018 05:00 - 12.04.2018 06:00,456,0
12.04.2018 06:00 - 12.04.2018 07:00,454,0
12.04.2018 07:00 - 12.04.2018 08:00,440,0
12.04.2018 08:00 - 12.04.2018 09:00,482,0
12.04.2018 09:00 - 12.04.2018 10:00,490,0
12.04.2018 10:00 - 12.04.2018 11:00,462,0
12.04.2018 11:00 - 12.04.2018 12:00,502,0
12.04.2018 12:00 - 12.04.2018 13:00,509,0
12.04.2018 13:00 - 12.04.2018 14:00,512,0
12.04.2018 14:00 - 12.04.2018 15:00,523,0
12.04.2018 15:00 - 12.04.2018 16:00,526,0
12.04.2018 16:00 - 12.04.2018 17:00,532,0
12.04.2018 17:00 - 12.04.2018 18:00,568,0
12.04.2018 18:00 - 12.04.2018 19:00,529,0
12.04.2018 19:00 - 12.04.2018 20:00,466,0
12.04.2018 20:00 - 12.04.2018 21:00,440,0
12.04.2018 21:00 - 12.04.2018 22:00,421,0
12.04.2018 22:00 - 12.04.2018 23:00,468,0
12.04.2018 23:00 - 13.04.2018 00:00,457,0
13.04.2018 00:00 - 13.04.2018 01:00,442,0
13.04.2018 01:00 - 13.04.2018 02:00,444,0
13.04.2018 02:00 - 13.04.2018 03:00,442,0
13.04.2018 03:00 - 13.04.2018 04:00,437,0
13.04.2018 04:00 - 13.04.2018 05:00,405,0
13.04.2018 05:00 - 13.04.2018 06:00,368,0
13.04.2018 06:00 - 13.04.2018 07:00,411,0
13.04.2018 07:00 - 13.04.2018 08:00,355,0
13.04.2018 08:00 - 13.04.2018 09:00,363,0
13.04.2018 09:00 - 13.04.2018 10:00,343,0
13.04.2018 10:00 - 13.04.2018 11:00,376,0
13.04.2018 11:00 - 13.04.2018 12:00,456,0
13.04.2018 12:00 - 13.04.2018 13:00,454,0
13.04.2018 13:00 - 13.04.2018 14:00,432,0
13.04.2018 14:00 - 13.04.2018 15:00,462,0
13.04.2018 15:00 - 13.04.2018 16:00,492,0
13.04.2018 16:00 - 13.04.2018 17:00,470,0
13.04.2018 17:00 - 13.04.2018 18:00,458,0
13.04.2018 18:00 - 13.04.2018 19:00,461,0
13.04.2018 19:00 - 13.04.2018 20:00,419,0
13.04.2018 20:00 - 13.04.2018 21:00,374,0
13.04.2018 21:00 - 13.04.2018 22:00,331,0
13.04.2018 22:00 - 13.04.2018 23:00,388,0
13.04.2018 23:00 - 14.04.2018 00:00,350,0
14.04.2018 00:00 - 14.04.2018 01:00,367,0
14.04.2018 01:00 - 14.04.2018 02:00,359,0
14.04.2018 02:00 - 14.04.2018 03:00,376,0
14.04.2018 03:00 - 14.04.2018 04:00,378,0
14.04.2018 04:00 - 14.04.2018 05:00,359,0
14.04.2018 05:00 - 14.04.2018 06:00,403,0
14.04.2018 06:00 - 14.04.2018 07:00,409,0
14.04.2018 07:00 - 14.04.2018 08:00,433,0
14.04.2018 08:00 - 14.04.2018 09:00,437,0
14.04.2018 09:00 - 14.04.2018 10:00,487,0
14.04.2018 10:00 - 14.04.2018 11:00,390,0
14.04.2018 11:00 - 14.04.2018 12:00,377,0
14.04.2018 12:00 - 14.04.2018 13:00,365,0
14.04.2018 13:00 - 14.04.2018 14:00,365,0
14.04.2018 14:00 - 14.04.2018 15:00,386,0
14.04.2018 15:00 - 14.04.2018 16:00,412,0
14.04.2018 16:00 - 14.04.2018 17:00,361,0
14.04.2018 17:00 - 14.04.2018 18:00,320,0
14.04.2018 18:00 - 14.04.2018 19:00,333,0
14.04.2018 19:00 - 14.04.2018 20:00,328,0
14.04.2018 20:00 - 14.04.2018 21:00,355,0
14.04.2018 21:00 - 14.04.2018 22:00,299,0
14.04.2018 22:00 - 14.04.2018 23:00,338,0
14.04.2018 23:00 - 15.04.2018 00:00,290,0
15.04.2018 00:00 - 15.04.2018 01:00,238,0
15.04.2018 01:00 - 15.04.2018 02:00,241,0
15.04.2018 02:00 - 15.04.2018 03:00,251,0
15.04.2018 03:00 - 15.04.2018 04:00,256,0
15.04.2018 04:00 - 15.04.2018 05:00,233,0
15.04.2018 05:00 - 15.04.2018 06:00,243,0
15.04.2018 06:00 - 15.04.2018 07:00,270,0
15.04.2018 07:00 - 15.04.2018 08:00,271,0
15.04.2018 08:00 - 15.04.2018 09:00,263,0
15.04.2018 09:00 - 15.04.2018 10:00,333,0
15.04.2018 10:00 - 15.04.2018 11:00,302,0
15.04.2018 11:00 - 15.04.2018 12:00,258,0
15.04.2018 12:00 - 15.04.2018 13:00,306,0
15.04.2018 13:00 - 15.04.2018 14:00,298,0
15.04.2018 14:00 - 15.04.2018 15:00,308,0
15.04.2018 15:00 - 15.04.2018 16:00,312,0
15.04.2018 16:00 - 15.04.2018 17:00,293,0
15.04.2018 17:00 - 15.04.2018 18:00,283,0
15.04.2018 18:00 - 15.04.2018 19:00,317,0
15.04.2018 19:00 - 15.04.2018 20:00,320,0
15.04.2018 20:00 - 15.04.2018 21:00,332,0
15.04.2018 21:00 - 15.04.2018 22:00,304,0
15.04.2018 22:00 - 15.04.2018 23:00,336,0
15.04.2018 23:00 - 16.04.2018 00:00,373,0
16.04.2018 00:00 - 16.04.2018 01:00,362,0
16.04.2018 01:00 - 16.04.2018 02:00,372,0
16.04.2018 02:00 - 16.04.2018 03:00,373,0
16.04.2018 03:00 - 16.04.2018 04:00,366,0
16.04.2018 04:00 - 16.04.2018 05:00,388,0
16.04.2018 05:00 - 16.04.2018 06:00,375,0
16.04.2018 06:00 - 16.04.2018 07:00,396,0
16.04.2018 07:00 - 16.04.2018 08:00,365,0
16.04.2018 08:00 - 16.04.2018 09:00,399,0
16.04.2018 09:00 - 16.04.2018 10:00,381,0
16.04.2018 10:00 - 16.04.2018 11:00,305,0
16.04.2018 11:00 - 16.04.2018 12:00,291,0
16.04.2018 12:00 - 16.04.2018 13:00,280,0
16.04.2018 13:00 - 16.04.2018 14:00,303,0
16.04.2018 14:00 - 16.04.2018 15:00,335,0
16.04.2018 15:00 - 16.04.2018 16:00,350,0
16.04.2018 16:00 - 16.04.2018 17:00,359,0
16.04.2018 17:00 - 16.04.2018 18:00,397,0
16.04.2018 18:00 - 16.04.2018 19:00,382,0
16.04.2018 19:00 - 16.04.2018 20:00,360,0
16.04.2018 20:00 - 16.04.2018 21:00,387,0
16.04.2018 21:00 - 16.04.2018 22:00,359,0
16.04.2018 22:00 - 16.04.2018 23:00,375,0
16.04.2018 23:00 - 17.04.2018 00:00,314,0
17.04.2018 00:00 - 17.04.2018 01:00,312,0
17.04.2018 01:00 - 17.04.2018 02:00,347,0
17.04.2018 02:00 - 17.04.2018 03:00,341,0
17.04.2018 03:00 - 17.04.2018 04:00,359,0
17.04.2018 04:00 - 17.04.2018 05:00,323,0
17.04.2018 05:00 - 17.04.2018 06:00,337,0
17.04.2018 06:00 - 17.04.2018 07:00,349,0
17.04.2018 07:00 - 17.04.2018 08:00,331,0
17.04.2018 08:00 - 17.04.2018 09:00,365,0
17.04.2018 09:00 - 17.04.2018 10:00,331,0
17.04.2018 10:00 - 17.04.2018 11:00,307,0
17.04.2018 11:00 - 17.04.2018 12:00,369,0
17.04.2018 12:00 - 17.04.2018 13:00,354,0
17.04.2018 13:00 - 17.04.2018 14:00,366,0
17.04.2018 14:00 - 17.04.2018 15:00,371,0
17.04.2018 15:00 - 17.04.2018 16:00,360,0
17.04.2018 16:00 - 17.04.2018 17:00,357,0
17.04.2018 17:00 - 17.04.2018 18:00,408,0
17.04.2018 18:00 - 17.04.2018 19:00,346,0
17.04.2018 19:00 - 17.04.2018 20:00,347,0
17.04.2018 20:00 - 17.04.2018 21:00,345,0
17.04.2018 21:00 - 17.04.2018 22:00,407,0
17.04.2018 22:00 - 17.04.2018 23:00,387,0
17.04.2018 23:00 - 18.04.2018 00:00,373,0
18.04.2018 00:00 - 18.04.2018 01:00,349,0
18.04.2018 01:00 - 18.04.2018 02:00,362,0
18.04.2018 02:00 - 18.04.2018 03:00,379,0
18.04.2018 03:00 - 18.04.2018 04:00,372,0
18.04.2018 04:00 - 18.04.2018 05:00,399,0
18.04.2018 05:00 - 18.04.2018 06:00,415,0
18.04.2018 06:00 - 18.04.2018 07:00,449,0
18.04.2018 07:00 - 18.04.2018 08:00,435,0
18.04.2018 08:00 - 18.04.2018 09:00,460,0
18.04.2018 09:00 - 18.04.2018 10:00,424,0
18.04.2018 10:00 - 18.04.2018 11:00,446,0
18.04.2018 11:00 - 18.04.2018 12:00,515,0
18.04.2018 12:00 - 18.04.2018 13:00,475,0
18.04.2018 13:00 - 18.04.2018 14:00,454,0
18.04.2018 14:00 - 18.04.2018 15:00,488,0
18.04.2018 15:00 - 18.04.2018 16:00,501,0
18.04.2018 16:00 - 18.04.2018 17:00,421,0
18.04.2018 17:00 - 18.04.2018 18:00,423,0
18.04.2018 18:00 - 18.04.2018 19:00,434,0
18.04.2018 19:00 - 18.04.2018 20:00,419,0
18.04.2018 20:00 - 18.04.2018 21:00,423,0
18.04.2018 21:00 - 18.04.2018 22:00,430,0
18.04.2018 22:00 - 18.04.2018 23:00,438,0
18.04.2018 23:00 - 19.04.2018 00:00,359,0
19.04.2018 00:00 - 19.04.2018 01:00,344,0
19.04.2018 01:00 - 19.04.2018 02:00,298,0
19.04.2018 02:00 - 19.04.2018 03:00,302,0
19.04.2018 03:00 - 19.04.2018 04:00,298,0
19.04.2018 04:00 - 19.04.2018 05:00,351,0
19.04.2018 05:00 - 19.04.2018 06:00,366,0
19.04.2018 06:00 - 19.04.2018 07:00,334,0
19.04.2018 07:00 - 19.04.2018 08:00,328,0
19.04.2018 08:00 - 19.04.2018 09:00,354,0
19.04.2018 09:00 - 19.04.2018 10:00,347,0
19.04.2018 10:00 - 19.04.2018 11:00,287,0
19.04.2018 11:00 - 19.04.2018 12:00,288,0
19.04.2018 12:00 - 19.04.2018 13:00,248,0
19.04.2018 13:00 - 19.04.2018 14:00,273,0
19.04.2018 14:00 - 19.04.2018 15:00,258,0
19.04.2018 15:00 - 19.04.2018 16:00,308,0
19.04.2018 16:00 - 19.04.2018 17:00,371,0
19.04.2018 17:00 - 19.04.2018 18:00,416,0
19.04.2018 18:00 - 19.04.2018 19:00,413,0
19.04.2018 19:00 - 19.04.2018 20:00,411,0
19.04.2018 20:00 - 19.04.2018 21:00,406,0
19.04.2018 21:00 - 19.04.2018 22:00,370,0
19.04.2018 22:00 - 19.04.2018 23:00,389,0
19.04.2018 23:00 - 20.04.2018 00:00,283,0
20.04.2018 00:00 - 20.04.2018 01:00,264,0
20.04.2018 01:00 - 20.04.2018 02:00,287,0
20.04.2018 02:00 - 20.04.2018 03:00,287,0
20.04.2018 03:00 - 20.04.2018 04:00,289,0
20.04.2018 04:00 - 20.04.2018 05:00,294,0
20.04.2018 05:00 - 20.04.2018 06:00,303,0
20.04.2018 06:00 - 20.04.2018 07:00,333,0
20.04.2018 07:00 - 20.04.2018 08:00,309,0
20.04.2018 08:00 - 20.04.2018 09:00,316,0
20.04.2018 09:00 - 20.04.2018 10:00,331,0
20.04.2018 10:00 - 20.04.2018 11:00,343,0
20.04.2018 11:00 - 20.04.2018 12:00,314,0
20.04.2018 12:00 - 20.04.2018 13:00,284,0
20.04.2018 13:00 - 20.04.2018 14:00,285,0
20.04.2018 14:00 - 20.04.2018 15:00,267,0
20.04.2018 15:00 - 20.04.2018 16:00,346,0
20.04.2018 16:00 - 20.04.2018 17:00,403,0
20.04.2018 17:00 - 20.04.2018 18:00,416,0
20.04.2018 18:00 - 20.04.2018 19:00,412,0
20.04.2018 19:00 - 20.04.2018 20:00,348,0
20.04.2018 20:00 - 20.04.2018 21:00,345,0
20.04.2018 21:00 - 20.04.2018 22:00,289,0
20.04.2018 22:00 - 20.04.2018 23:00,264,0
20.04.2018 23:00 - 21.04.2018 00:00,328,0
21.04.2018 00:00 - 21.04.2018 01:00,316,0
21.04.2018 01:00 - 21.04.2018 02:00,306,0
21.04.2018 02:00 - 21.04.2018 03:00,304,0
21.04.2018 03:00 - 21.04.2018 04:00,300,0
21.04.2018 04:00 - 21.04.2018 05:00,287,0
21.04.2018 05:00 - 21.04.2018 06:00,330,0
21.04.2018 06:00 - 21.04.2018 07:00,384,0
21.04.2018 07:00 - 21.04.2018 08:00,392,0
21.04.2018 08:00 - 21.04.2018 09:00,386,0
21.04.2018 09:00 - 21.04.2018 10:00,392,0
21.04.2018 10:00 - 21.04.2018 11:00,370,0
21.04.2018 11:00 - 21.04.2018 12:00,343,0
21.04.2018 12:00 - 21.04.2018 13:00,318,0
21.04.2018 13:00 - 21.04.2018 14:00,362,0
21.04.2018 14:00 - 21.04.2018 15:00,362,0
21.04.2018 15:00 - 21.04.2018 16:00,378,0
21.04.2018 16:00 - 21.04.2018 17:00,368,0
21.04.2018 17:00 - 21.04.2018 18:00,346,0
21.04.2018 18:00 - 21.04.2018 19:00,325,0
21.04.2018 19:00 - 21.04.2018 20:00,267,0
21.04.2018 20:00 - 21.04.2018 21:00,271,0
21.04.2018 21:00 - 21.04.2018 22:00,283,0
21.04.2018 22:00 - 21.04.2018 23:00,315,0
21.04.2018 23:00 - 22.04.2018 00:00,293,0
22.04.2018 00:00 - 22.04.2018 01:00,221,0
22.04.2018 01:00 - 22.04.2018 02:00,216,0
22.04.2018 02:00 - 22.04.2018 03:00,231,0
22.04.2018 03:00 - 22.04.2018 04:00,226,0
22.04.2018 04:00 - 22.04.2018 05:00,232,0
22.04.2018 05:00 - 22.04.2018 06:00,281,0
22.04.2018 06:00 - 22.04.2018 07:00,297,0
22.04.2018 07:00 - 22.04.2018 08:00,311,0
22.04.2018 08:00 - 22.04.2018 09:00,317,0
22.04.2018 09:00 - 22.04.2018 10:00,345,0
22.04.2018 10:00 - 22.04.2018 11:00,335,0
22.04.2018 11:00 - 22.04.2018 12:00,281,0
22.04.2018 12:00 - 22.04.2018 13:00,304,0
22.04.2018 13:00 - 22.04.2018 14:00,313,0
22.04.2018 14:00 - 22.04.2018 15:00,313,0
22.04.2018 15:00 - 22.04.2018 16:00,338,0
22.04.2018 16:00 - 22.04.2018 17:00,328,0
22.04.2018 17:00 - 22.04.2018 18:00,365,0
22.04.2018 18:00 - 22.04.2018 19:00,365,0
22.04.2018 19:00 - 22.04.2018 20:00,355,0
22.04.2018 20:00 - 22.04.2018 21:00,330,0
22.04.2018 21:00 - 22.04.2018 22:00,326,0
22.04.2018 22:00 - 22.04.2018 23:00,363,0
22.04.2018 23:00 - 23.04.2018 00:00,314,0
23.04.2018 00:00 - 23.04.2018 01:00,306,0
23.04.2018 01:00 - 23.04.2018 02:00,286,0
23.04.2018 02:00 - 23.04.2018 03:00,272,0
23.04.2018 03:00 - 23.04.2018 04:00,299,0
23.04.2018 04:00 - 23.04.2018 05:00,351,0
23.04.2018 05:00 - 23.04.2018 06:00,321,0
23.04.2018 06:00 - 23.04.2018 07:00,362,0
23.04.2018 07:00 - 23.04.2018 08:00,424,0
23.04.2018 08:00 - 23.04.2018 09:00,443,0
23.04.2018 09:00 - 23.04.2018 10:00,495,0
23.04.2018 10:00 - 23.04.2018 11:00,470,0
23.04.2018 11:00 - 23.04.2018 12:00,510,0
23.04.2018 12:00 - 23.04.2018 13:00,518,0
23.04.2018 13:00 - 23.04.2018 14:00,499,0
23.04.2018 14:00 - 23.04.2018 15:00,486,0
23.04.2018 15:00 - 23.04.2018 16:00,490,0
23.04.2018 16:00 - 23.04.2018 17:00,460,0
23.04.2018 17:00 - 23.04.2018 18:00,377,0
23.04.2018 18:00 - 23.04.2018 19:00,355,0
23.04.2018 19:00 - 23.04.2018 20:00,324,0
23.04.2018 20:00 - 23.04.2018 21:00,332,0
23.04.2018 21:00 - 23.04.2018 22:00,292,0
23.04.2018 22:00 - 23.04.2018 23:00,327,0
23.04.2018 23:00 - 24.04.2018 00:00,320,0
24.04.2018 00:00 - 24.04.2018 01:00,317,0
24.04.2018 01:00 - 24.04.2018 02:00,332,0
24.04.2018 02:00 - 24.04.2018 03:00,346,0
24.04.2018 03:00 - 24.04.2018 04:00,344,0
24.04.2018 04:00 - 24.04.2018 05:00,345,0
24.04.2018 05:00 - 24.04.2018 06:00,331,0
24.04.2018 06:00 - 24.04.2018 07:00,412,0
24.04.2018 07:00 - 24.04.2018 08:00,535,0
24.04.2018 08:00 - 24.04.2018 09:00,579,0
24.04.2018 09:00 - 24.04.2018 10:00,536,0
24.04.2018 10:00 - 24.04.2018 11:00,510,0
24.04.2018 11:00 - 24.04.2018 12:00,535,0
24.04.2018 12:00 - 24.04.2018 13:00,528,0
24.04.2018 13:00 - 24.04.2018 14:00,562,0
24.04.2018 14:00 - 24.04.2018 15:00,563,0
24.04.2018 15:00 - 24.04.2018 16:00,573,0
24.04.2018 16:00 - 24.04.2018 17:00,464,0
24.04.2018 17:00 - 24.04.2018 18:00,428,0
24.04.2018 18:00 - 24.04.2018 19:00,452,0
24.04.2018 19:00 - 24.04.2018 20:00,467,0
24.04.2018 20:00 - 24.04.2018 21:00,435,0
24.04.2018 21:00 - 24.04.2018 22:00,375,0
24.04.2018 22:00 - 24.04.2018 23:00,382,0
24.04.2018 23:00 - 25.04.2018 00:00,390,0
25.04.2018 00:00 - 25.04.2018 01:00,355,0
25.04.2018 01:00 - 25.04.2018 02:00,370,0
25.04.2018 02:00 - 25.04.2018 03:00,391,0
25.04.2018 03:00 - 25.04.2018 04:00,417,0
25.04.2018 04:00 - 25.04.2018 05:00,414,0
25.04.2018 05:00 - 25.04.2018 06:00,441,0
25.04.2018 06:00 - 25.04.2018 07:00,506,0
25.04.2018 07:00 - 25.04.2018 08:00,588,0
25.04.2018 08:00 - 25.04.2018 09:00,591,0
25.04.2018 09:00 - 25.04.2018 10:00,602,0
25.04.2018 10:00 - 25.04.2018 11:00,595,0
25.04.2018 11:00 - 25.04.2018 12:00,595,0
25.04.2018 12:00 - 25.04.2018 13:00,592,0
25.04.2018 13:00 - 25.04.2018 14:00,585,0
25.04.2018 14:00 - 25.04.2018 15:00,475,0
25.04.2018 15:00 - 25.04.2018 16:00,553,0
25.04.2018 16:00 - 25.04.2018 17:00,551,0
25.04.2018 17:00 - 25.04.2018 18:00,547,0
25.04.2018 18:00 - 25.04.2018 19:00,530,0
25.04.2018 19:00 - 25.04.2018 20:00,483,0
